repo,run,era,start_utc,end_utc,minutes,attribution,min_a,min_b,min_c,min_d,min_e,min_f,attended_frac,top_reason,evidence
aiur,wakeboot-2026-08-21T22:32Z,pre-log,2026-08-22T04:29Z,2026-08-22T05:14Z,45.0,f,0,0,0,0,0,45,1.0,agents working (no output yet),"wake system.github.connectivity_lost (2026-08-22T04:20Z->2026-08-22T04:30Z) | wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-08-22T04:24Z->2026-08-22T05:11Z) | labels at start: ci-wait=3, error=5, human-review=9, in-progress=11, paused=1, rework=4, todo=5 | human-review tickets (age h): #2200(1) #2135(1) #2168(1) #2214(1) #2219(2) | executor-active-min=1 agent-active-min=45 human-msgs-min=0 | last progress: gh:labeled:agent:rework by aiur-daemon[bot] #2225 @2026-08-22T04:29Z | next progress: pr:opened by its-applekid #pr2261 @2026-08-22T05:14Z"
aiur,wakeboot-2026-08-22T07:16Z,pre-log,2026-08-22T07:27Z,2026-08-22T08:08Z,40.9,f,0,0,0,0,0,41,1.002,agents working (no output yet),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-08-22T07:20Z->2026-08-22T08:11Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-08-22T07:21Z->2026-08-22T08:11Z) | labels at start: ci-wait=3, error=2, human-review=12, in-progress=12, paused=1, rework=8, todo=5 | human-review tickets (age h): #2213(1) #2225(1) #2076(1) #2200(4) #2135(4) | executor-active-min=0 agent-active-min=41 human-msgs-min=0 | last progress: comment by its-applekid #2266 @2026-08-22T07:27Z | next progress: wake:ticket.branch.push by agent/wake #2207 @2026-08-22T08:08Z"
aiur,wakeboot-2026-08-22T10:20Z,pre-log,2026-08-22T12:51Z,2026-08-22T13:10Z,19.6,d,0,0,0,19,0,0,0.969,no capacity: provider usage limit,"wake ticket.agent.attention.paused-usage_limit_exhausted ticket 2273 (2026-08-22T11:25Z->2026-08-22T17:25Z) | wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-08-22T12:40Z->2026-08-22T13:26Z) | labels at start: ci-wait=3, error=2, human-review=18, in-progress=7, paused=1, rework=4, todo=1 | human-review tickets (age h): #2241(0) #2278(0) #2250(1) #2273(1) #2238(1) | executor-active-min=0 agent-active-min=0 human-msgs-min=0 | last progress: gh:labeled:agent:rework by aiur-daemon[bot] #2207 @2026-08-22T12:51Z | next progress: pr:opened by its-applekid #pr2289 @2026-08-22T13:10Z"
aiur,wakeboot-2026-08-23T03:17Z,pre-log,2026-08-23T04:41Z,2026-08-23T04:56Z,15.3,d,0,0,0,15,0,0,0.983,no capacity: dispatch capacity starved,"wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-08-23T04:33Z->2026-08-23T06:21Z) | wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-08-23T04:36Z->2026-08-23T06:21Z) | labels at start: ci-wait=3, error=1, human-review=13, in-progress=3, paused=1, rework=18, todo=4 | human-review tickets (age h): #2368(0) #2293(0) #2337(1) #2325(2) #2241(2) | executor-active-min=0 agent-active-min=0 human-msgs-min=0 | last progress: gh:review_requested by its-applekid #2379 @2026-08-23T04:41Z | next progress: exec:control by executor # @2026-08-23T04:56Z"
aiur,wakeboot-2026-08-23T09:43Z,pre-log,2026-08-23T11:07Z,2026-08-23T11:23Z,16.5,d,0,0,0,16,0,0,0.968,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-08-23T10:11Z->2026-08-23T11:47Z) | wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-08-23T11:00Z->2026-08-23T11:25Z) | labels at start: ci-wait=3, error=7, human-review=20, paused=1, rework=10, todo=2 | human-review tickets (age h): #2309(0) #2353(0) #2374(1) #2340(1) #2393(1) | executor-active-min=4 agent-active-min=0 human-msgs-min=0 | last progress: gh:unlabeled:agent:rework by its-applekid #2309 @2026-08-23T11:07Z | next progress: review:CHANGES_REQUESTED by its-everdred #pr2377 @2026-08-23T11:23Z"
aiur,wakeboot-2026-08-24T04:32Z,pre-log,2026-08-24T05:38Z,2026-08-24T13:47Z,489.6,d,0,0,0,489,0,0,0.231,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-08-24T04:52Z, no resolution before boot end 2026-08-24T14:28Z (2026-08-24T04:52Z->2026-08-24T14:28Z) | labels at start: ci-wait=4, error=2, human-review=14, paused=1, rework=4, todo=2 | human-review tickets (age h): #2440(0) #2366(1) #2419(1) #2439(1) #2168(2) | executor-active-min=2 agent-active-min=0 human-msgs-min=0 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2440 @2026-08-24T05:38Z | next progress: exec:control by executor # @2026-08-24T13:47Z"
aiur,wakeboot-2026-08-24T16:24Z,pre-log,2026-08-24T17:56Z,2026-08-24T18:41Z,45.1,d,0,0,0,45,0,0,0.998,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-08-24T16:41Z->2026-08-24T19:20Z) | labels at start: ci-wait=4, error=2, human-review=15, paused=1, rework=4, todo=2 | human-review tickets (age h): #2446(0) #2447(0) #2444(1) #2309(2) #2427(2) | executor-active-min=4 agent-active-min=0 human-msgs-min=2 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2446 @2026-08-24T17:56Z | next progress: exec:control by executor # @2026-08-24T18:41Z"
aiur,wakeboot-2026-08-24T20:29Z,pre-log,2026-08-25T00:40Z,2026-08-25T14:03Z,802.5,d,0,0,0,803,0,0,0.116,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-08-24T22:26Z, no resolution before boot end 2026-09-01T06:26Z (2026-08-24T22:26Z->2026-09-01T06:26Z) | labels at start: ci-wait=3, human-review=11, paused=1, rework=6, todo=1 | human-review tickets (age h): #2467(0) #2464(0) #2461(1) #2313(2) #2393(2) | executor-active-min=0 agent-active-min=0 human-msgs-min=0 | last progress: gh:unlabeled:agent:rework by its-applekid #2467 @2026-08-25T00:40Z | next progress: exec:control by executor # @2026-08-25T14:03Z"
aiur,wakeboot-2026-08-24T20:29Z,pre-log,2026-08-25T14:03Z,2026-08-25T22:36Z,512.8,d,0,0,0,513,0,0,0.287,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-08-24T22:26Z, no resolution before boot end 2026-09-01T06:26Z (2026-08-24T22:26Z->2026-09-01T06:26Z) | labels at start: ci-wait=3, human-review=11, paused=1, rework=6, todo=1 | human-review tickets (age h): #2467(13) #2464(14) #2461(14) #2313(15) #2393(16) | executor-active-min=12 agent-active-min=0 human-msgs-min=5 | last progress: wake:ticket.pr.merged by agent/wake #2307 @2026-08-25T14:03Z | next progress: pr:opened by its-applekid #pr2469 @2026-08-25T22:36Z"
aiur,wakeboot-2026-08-24T20:29Z,pre-log,2026-08-25T22:36Z,2026-08-25T23:04Z,27.8,d,0,0,0,28,0,0,1.007,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-08-24T22:26Z, no resolution before boot end 2026-09-01T06:26Z (2026-08-24T22:26Z->2026-09-01T06:26Z) | labels at start: ci-wait=3, human-review=11, paused=1, rework=6, todo=1 | human-review tickets (age h): #2467(22) #2464(22) #2461(22) #2313(24) #2393(24) | executor-active-min=1 agent-active-min=0 human-msgs-min=0 | last progress: gh:review_requested by its-applekid #2469 @2026-08-25T22:36Z | next progress: comment by its-applekid #2212 @2026-08-25T23:04Z"
aiur,wakeboot-2026-08-24T20:29Z,pre-log,2026-08-25T23:04Z,2026-09-01T06:26Z,9081.7,d,0,0,0,9082,0,0,0.004,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-08-24T22:26Z, no resolution before boot end 2026-09-01T06:26Z (2026-08-24T22:26Z->2026-09-01T06:26Z) | wake system.tracker.auth_preflight_failed -> system.tracker.auth_preflight_failed.resolved (2026-09-01T06:22Z->2026-09-01T06:26Z) | labels at start: ci-wait=3, human-review=12, paused=1, rework=5, todo=1 | human-review tickets (age h): #2212(0) #2467(22) #2464(23) #2461(23) #2313(24) | executor-active-min=0 agent-active-min=0 human-msgs-min=0 | last progress: gh:labeled:agent:human-review by its-applekid #2212 @2026-08-25T23:04Z | next progress: exec:control by executor # @2026-09-02T01:55Z"
aiur,wakeboot-2026-09-02T01:55Z,pre-log,2026-09-02T04:01Z,2026-09-02T04:18Z,17.4,f,0,0,0,0,0,17,0.979,agents working (no output yet),"labels at start: ci-wait=3, human-review=5, in-progress=2, paused=1, rework=7, todo=6 | human-review tickets (age h): #2453(0) #2454(0) #2464(0) #2393(198) #2373(232) | executor-active-min=1 agent-active-min=17 human-msgs-min=0 | last progress: gh:labeled:agent:in-progress by aiur-daemon[bot] #2357 @2026-09-02T04:01Z | next progress: gh:labeled:agent:in-progress by its-applekid #2478 @2026-09-02T04:18Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T09:40Z,2026-09-02T18:03Z,502.4,d,0,0,17,474,0,12,0.959,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-02T08:51Z->2026-09-02T17:27Z) | wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-02T17:44Z->2026-09-02T18:35Z) | labels at start: ci-wait=4, human-review=14, in-progress=1, paused=2, rework=3, todo=1 | human-review tickets (age h): #2498(0) #2488(0) #2475(0) #2313(1) #2397(1) | executor-active-min=10 agent-active-min=2 human-msgs-min=1 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2498 @2026-09-02T09:40Z | next progress: exec:control by executor # @2026-09-02T18:03Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T19:27Z,2026-09-02T19:44Z,16.8,f,0,0,0,0,0,17,1.015,agents working (no output yet),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T18:43Z->2026-09-02T19:53Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T18:43Z->2026-09-02T19:53Z) | labels at start: ci-wait=4, human-review=7, in-progress=5, paused=2, rework=4, todo=2 | human-review tickets (age h): #2488(10) #2472(12) #2453(16) #2454(16) #2464(16) | executor-active-min=4 agent-active-min=17 human-msgs-min=0 | last progress: gh:review_requested by its-applekid #2507 @2026-09-02T19:27Z | next progress: gh:referenced by its-everdred #2473 @2026-09-02T19:44Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T19:50Z,2026-09-02T20:16Z,25.2,f,0,0,0,0,0,26,1.033,agents working (no output yet),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T18:43Z->2026-09-02T19:53Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T18:43Z->2026-09-02T19:53Z) | labels at start: ci-wait=4, human-review=7, in-progress=5, paused=2, rework=4, todo=2 | human-review tickets (age h): #2488(11) #2472(13) #2453(16) #2454(16) #2464(16) | executor-active-min=8 agent-active-min=26 human-msgs-min=0 | last progress: wake:ticket.branch.push by agent/wake #2501 @2026-09-02T19:50Z | next progress: exec:control by executor # @2026-09-02T20:16Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T20:46Z,2026-09-02T21:08Z,22.4,d,0,0,0,22,0,0,0.984,no capacity: fleet capacity backoff (load governor),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T20:00Z->2026-09-02T21:34Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T20:00Z->2026-09-02T21:34Z) | labels at start: ci-wait=4, human-review=7, in-progress=4, paused=2, rework=5, todo=2 | human-review tickets (age h): #2488(12) #2472(14) #2453(17) #2454(17) #2464(17) | executor-active-min=2 agent-active-min=0 human-msgs-min=0 | last progress: review:APPROVED by its-everdred #pr2505 @2026-09-02T20:46Z | next progress: gh:labeled:agent:human-review by aiur-daemon[bot] #2501 @2026-09-02T21:08Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T21:10Z,2026-09-02T21:38Z,28.6,d,0,0,3,25,0,0,0.978,no capacity: fleet capacity backoff (load governor),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T20:00Z->2026-09-02T21:34Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T20:00Z->2026-09-02T21:34Z) | labels at start: ci-wait=4, human-review=7, in-progress=4, paused=2, rework=5, todo=2 | human-review tickets (age h): #2488(12) #2472(14) #2453(17) #2454(17) #2464(17) | executor-active-min=2 agent-active-min=0 human-msgs-min=0 | last progress: gh:unlabeled:agent:human-review by aiur-daemon[bot] #2501 @2026-09-02T21:10Z | next progress: gh:labeled:agent:human-review by aiur-daemon[bot] #2501 @2026-09-02T21:38Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T22:13Z,2026-09-02T22:39Z,25.6,d,0,0,0,26,0,0,1.014,no capacity: fleet capacity backoff (load governor),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T21:47Z->2026-09-02T23:17Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T21:47Z->2026-09-02T23:17Z) | labels at start: ci-wait=4, human-review=7, in-progress=5, paused=2, rework=5, todo=1 | human-review tickets (age h): #2488(13) #2472(15) #2453(18) #2454(18) #2464(18) | executor-active-min=3 agent-active-min=0 human-msgs-min=0 | last progress: exec:control by executor # @2026-09-02T22:13Z | next progress: gh:labeled:agent:human-review by aiur-daemon[bot] #2501 @2026-09-02T22:39Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T22:40Z,2026-09-02T23:08Z,27.5,d,0,0,0,28,0,0,1.017,no capacity: fleet capacity backoff (load governor),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T21:47Z->2026-09-02T23:17Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T21:47Z->2026-09-02T23:17Z) | labels at start: ci-wait=4, human-review=7, in-progress=5, paused=2, rework=5, todo=1 | human-review tickets (age h): #2488(13) #2472(16) #2453(19) #2454(19) #2464(19) | executor-active-min=5 agent-active-min=0 human-msgs-min=2 | last progress: gh:unlabeled:agent:human-review by aiur-daemon[bot] #2501 @2026-09-02T22:40Z | next progress: exec:control by executor # @2026-09-02T23:08Z"
aiur,wakeboot-2026-09-02T07:05Z,pre-log,2026-09-02T23:51Z,2026-09-03T00:09Z,17.9,f,0,0,0,0,0,18,1.005,agents working (no output yet),"wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-02T23:34Z->2026-09-03T00:00Z) | wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-02T23:38Z->2026-09-03T00:00Z) | labels at start: ci-wait=4, human-review=7, in-progress=6, paused=2, rework=6, todo=1 | human-review tickets (age h): #2488(15) #2472(17) #2453(20) #2454(20) #2464(20) | executor-active-min=1 agent-active-min=18 human-msgs-min=0 | last progress: wake:ticket.branch.push by agent/wake #2512 @2026-09-02T23:51Z | next progress: gh:labeled:agent:human-review by aiur-daemon[bot] #2501 @2026-09-03T00:09Z"
aiur,wakeboot-2026-09-03T03:47Z,pre-log,2026-09-03T03:47Z,2026-09-03T04:03Z,15.5,f,0,0,7,0,0,9,1.03,agents working (no output yet),"labels at start: ci-wait=6, human-review=4, paused=3, rework=4, todo=3 | human-review tickets (age h): #2397(0) #2511(1) #2472(21) #2373(256) | executor-active-min=3 agent-active-min=9 human-msgs-min=0 | last progress: gh:unlabeled:agent:in-progress by aiur-daemon[bot] #2494 @2026-09-03T03:47Z | next progress: wake:ticket.branch.push by agent/wake #2503 @2026-09-03T04:03Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T08:28Z,2026-09-03T13:16Z,288.3,d,0,0,0,283,0,5,0.479,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T08:07Z->2026-09-03T13:20Z) | labels at start: ci-wait=3, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(0) | executor-active-min=7 agent-active-min=0 human-msgs-min=2 | last progress: gh:labeled:agent:rework by aiur-daemon[bot] #2531 @2026-09-03T08:28Z | next progress: exec:control by executor # @2026-09-03T13:16Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T13:20Z,2026-09-03T13:38Z,18.4,f,0,0,0,0,0,18,0.978,agents working (no output yet),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T08:07Z->2026-09-03T13:20Z) | wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T13:30Z->2026-09-03T16:16Z) | labels at start: ci-wait=3, human-review=1, paused=2, rework=5, todo=3 | human-review tickets (age h): #2519(5) | executor-active-min=0 agent-active-min=8 human-msgs-min=0 | last progress: gh:unlabeled:agent:in-progress by aiur-daemon[bot] #2533 @2026-09-03T13:20Z | next progress: gh:labeled:agent:error by aiur-daemon[bot] #2533 @2026-09-03T13:38Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T13:38Z,2026-09-03T15:35Z,116.7,d,0,0,0,106,0,11,1.002,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T13:30Z->2026-09-03T16:16Z) | labels at start: ci-wait=3, error=1, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(5) | executor-active-min=8 agent-active-min=1 human-msgs-min=3 | last progress: gh:unlabeled:agent:rework by aiur-daemon[bot] #2533 @2026-09-03T13:38Z | next progress: comment by its-everdred #2533 @2026-09-03T15:35Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T15:35Z,2026-09-03T16:15Z,39.3,d,0,0,0,40,0,0,1.017,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T13:30Z->2026-09-03T16:16Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-03T16:12Z->2026-09-03T16:16Z) | labels at start: ci-wait=3, error=1, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(7) | executor-active-min=1 agent-active-min=0 human-msgs-min=3 | last progress: comment by its-everdred #2533 @2026-09-03T15:35Z | next progress: pr:opened by its-everdred #pr2534 @2026-09-03T16:15Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T16:37Z,2026-09-03T17:49Z,72.1,d,0,0,0,72,0,0,0.999,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T16:33Z->2026-09-03T18:09Z) | labels at start: ci-wait=3, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(8) | executor-active-min=0 agent-active-min=0 human-msgs-min=4 | last progress: gh:referenced by its-everdred #2140 @2026-09-03T16:37Z | next progress: exec:control by executor # @2026-09-03T17:49Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T17:58Z,2026-09-03T18:33Z,34.8,c,0,0,23,12,0,0,1.005,Executor/human active elsewhere while dispatchable work sat undispatched (stranded),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-03T16:33Z->2026-09-03T18:09Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-03T18:05Z->2026-09-03T18:09Z) | labels at start: ci-wait=3, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(10) | executor-active-min=1 agent-active-min=0 human-msgs-min=2 | last progress: exec:control by executor # @2026-09-03T17:58Z | next progress: pr:opened by its-applekid #pr2540 @2026-09-03T18:33Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-03T19:07Z,2026-09-04T00:02Z,295.3,d,0,0,73,222,0,0,0.999,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-03T19:42Z->2026-09-03T19:47Z) | wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-03T19:42Z->2026-09-03T19:47Z) | labels at start: ci-wait=3, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(11) | executor-active-min=0 agent-active-min=0 human-msgs-min=2 | last progress: comment by aiur-daemon[bot] #2543 @2026-09-03T19:07Z | next progress: exec:control by executor # @2026-09-04T00:02Z"
aiur,wakeboot-2026-09-03T04:06Z,pre-log,2026-09-04T00:02Z,2026-09-04T00:18Z,15.5,c,0,0,13,3,0,0,1.035,Executor active on this repo while dispatchable work sat undispatched (stranded),"wake system.dispatch.capacity_starved -> system.dispatch.capacity_starved.resolved (2026-09-04T00:14Z->2026-09-04T00:18Z) | labels at start: ci-wait=3, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(16) | executor-active-min=2 agent-active-min=0 human-msgs-min=0 | last progress: gh:auto_squash_enabled by its-everdred #2546 @2026-09-04T00:02Z | next progress: pr:merged by its-applekid #pr2546 @2026-09-04T00:26Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-09T22:01Z,2026-09-09T22:23Z,21.6,c,0,0,22,0,0,0,1.021,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=3, human-review=1, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(158) | executor-active-min=13 agent-active-min=0 human-msgs-min=0 | last progress: gh:referenced by its-everdred #2573 @2026-09-09T22:01Z | next progress: comment by aiur-daemon[bot] #2543 @2026-09-09T22:23Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-09T22:43Z,2026-09-09T23:01Z,17.1,c,0,0,18,0,0,0,1.051,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=3, human-review=1, in-progress=2, paused=2, rework=4, todo=3 | human-review tickets (age h): #2519(158) | executor-active-min=18 agent-active-min=0 human-msgs-min=0 | last progress: comment by its-everdred #2590 @2026-09-09T22:43Z | next progress: pr:opened by its-everdred #pr2591 @2026-09-09T23:01Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-09T23:04Z,2026-09-09T23:20Z,16.6,c,0,0,16,0,0,0,0.967,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=4, human-review=1, paused=4, rework=4, todo=3 | human-review tickets (age h): #2519(159) | executor-active-min=16 agent-active-min=0 human-msgs-min=8 | last progress: gh:labeled:model:claude-opus by its-everdred #2592 @2026-09-09T23:04Z | next progress: gh:labeled:agent:todo by its-everdred #2593 @2026-09-09T23:20Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T00:53Z,2026-09-10T01:14Z,21.5,c,0,0,21,0,0,0,0.975,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=4, rework=5, todo=3 | human-review tickets (age h): #2519(161) | executor-active-min=20 agent-active-min=0 human-msgs-min=0 | last progress: comment by aiur-daemon[bot] #2599 @2026-09-10T00:53Z | next progress: comment by its-everdred #2599 @2026-09-10T01:14Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T01:14Z,2026-09-10T01:49Z,34.5,c,0,0,35,0,0,0,1.015,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=4, rework=5, todo=3 | human-review tickets (age h): #2519(161) | executor-active-min=28 agent-active-min=0 human-msgs-min=3 | last progress: comment by its-everdred #2599 @2026-09-10T01:14Z | next progress: gh:labeled:agent:todo by its-everdred #2601 @2026-09-10T01:49Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T02:03Z,2026-09-10T02:32Z,29.4,c,0,0,29,0,0,0,0.985,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=4, rework=5, todo=5 | human-review tickets (age h): #2519(162) | executor-active-min=18 agent-active-min=0 human-msgs-min=0 | last progress: comment by its-everdred #2601 @2026-09-10T02:03Z | next progress: gh:labeled:agent:paused by its-everdred #2602 @2026-09-10T02:32Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T02:37Z,2026-09-10T02:59Z,21.9,c,0,0,22,0,0,0,1.004,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=6, rework=5, todo=5 | human-review tickets (age h): #2519(162) | executor-active-min=12 agent-active-min=0 human-msgs-min=0 | last progress: comment by its-everdred #2601 @2026-09-10T02:37Z | next progress: pr:opened by its-applekid #pr2604 @2026-09-10T02:59Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T03:26Z,2026-09-10T03:44Z,17.2,c,0,0,18,0,0,0,1.048,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=7, rework=5, todo=5 | human-review tickets (age h): #2519(163) | executor-active-min=9 agent-active-min=0 human-msgs-min=0 | last progress: gh:labeled:complexity:2 by its-everdred #2605 @2026-09-10T03:26Z | next progress: gh:labeled:agent:paused by its-everdred #2606 @2026-09-10T03:44Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T04:11Z,2026-09-10T07:31Z,200.2,d,43,0,51,106,0,0,0.999,Executor session limit (Claude Code),"Executor transcript ""You've hit your session limit"" 2026-09-10T04:53Z (reset 2026-09-10T06:40Z) | labels at start: ci-wait=5, human-review=1, in-progress=1, paused=6, rework=5, todo=5 | human-review tickets (age h): #2519(164) | executor-active-min=40 agent-active-min=0 human-msgs-min=0 | last progress: wake:ticket.pr.merged by agent/wake #2602 @2026-09-10T04:11Z | next progress: gh:labeled:agent:paused by its-everdred #2607 @2026-09-10T07:31Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T07:31Z,2026-09-10T10:31Z,179.6,c,11,0,169,0,0,0,1.002,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=7, rework=5, todo=5 | human-review tickets (age h): #2519(167) | executor-active-min=70 agent-active-min=0 human-msgs-min=0 | last progress: gh:labeled:complexity:3 by its-everdred #2607 @2026-09-10T07:31Z | next progress: gh:labeled:agent:todo by its-everdred #2608 @2026-09-10T10:31Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T10:31Z,2026-09-10T15:55Z,324.1,c,132,0,192,0,0,0,1.0,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=8, rework=5, todo=5 | human-review tickets (age h): #2519(170) | executor-active-min=47 agent-active-min=0 human-msgs-min=0 | last progress: gh:labeled:agent:paused by its-everdred #2608 @2026-09-10T10:31Z | next progress: gh:labeled:agent:todo by its-everdred #2609 @2026-09-10T15:55Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T15:55Z,2026-09-10T17:35Z,100.7,c,0,0,100,0,0,0,0.994,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=9, rework=5, todo=5 | human-review tickets (age h): #2519(176) | executor-active-min=62 agent-active-min=0 human-msgs-min=7 | last progress: gh:labeled:complexity:2 by its-everdred #2609 @2026-09-10T15:55Z | next progress: gh:labeled:needs-triage by its-everdred #2610 @2026-09-10T17:35Z"
